keypoints/0,keypoints/1,keypoints/3,keypoints/4,keypoints/6,keypoints/7,keypoints/9,keypoints/10,keypoints/12,keypoints/13,keypoints/15,keypoints/16,keypoints/18,keypoints/19,keypoints/21,keypoints/22,keypoints/24,keypoints/25,keypoints/27,keypoints/28,keypoints/30,keypoints/31,keypoints/33,keypoints/34,keypoints/36,keypoints/37,keypoints/39,keypoints/40,keypoints/42,keypoints/43,keypoints/45,keypoints/46,keypoints/48,keypoints/49,predict
517.0535278,310.7588806,523.1047363,322.8612976,529.1559448,310.7588806,529.1559448,328.9125061,547.3095703,286.5540466,504.9511414,280.5028381,504.9511414,262.3492126,426.2854614,316.8100891,438.3878784,316.8100891,504.9511414,328.9125061,492.8487244,334.9636841,347.6197815,280.5028381,347.6197815,244.1956024,262.9028931,334.9636841,256.8516846,298.6564636,153.9811859,316.8100891,147.9299774,316.8100891,2
516.9052734,311.1017456,522.9453125,323.1818848,535.0254517,317.1418152,528.9854126,323.1818848,547.1055908,286.9414368,504.8251038,274.8612976,504.8251038,262.7811584,432.3442078,317.1418152,438.3843079,317.1418152,504.8251038,329.2219543,492.7449646,335.2620239,347.7832031,280.9013672,341.7431335,244.6609344,263.222168,335.2620239,257.1820984,299.0216064,154.5008392,317.1418152,148.4607697,317.1418152,2
517.1444092,334.8156128,523.1817017,328.7783508,523.1817017,322.7411194,529.2189331,328.7783508,541.293457,292.5548096,499.0326538,286.5175781,505.0699158,262.3685303,426.5855713,316.7038574,438.6600952,316.7038574,499.0326538,334.8156128,492.9953918,334.8156128,348.1012268,280.4803162,342.0639648,244.2567749,263.5796509,334.8156128,251.505127,298.5920715,148.8717651,322.7411194,142.8345032,316.7038574,2
517.1998901,316.7514038,517.1998901,322.7872925,523.2357788,316.7514038,523.2357788,334.8590698,541.3434448,292.6078491,505.1281433,280.5360718,505.1281433,262.4284058,432.6974792,316.7514038,438.7333679,310.7155151,493.056366,334.8590698,493.056366,334.8590698,348.1950684,280.5360718,342.1591797,238.2848663,263.6926575,334.8590698,251.6208649,298.6437378,149.010788,322.7872925,149.010788,316.7514038,2
511.0935059,316.5276794,517.1246948,322.5588379,517.1246948,316.5276794,523.1558228,334.6211853,541.2493286,292.4030457,505.0623474,280.3406982,499.031189,262.2472229,432.688385,316.5276794,438.719574,316.5276794,493.0000305,334.6211853,493.0000305,334.6211853,342.2209778,280.3406982,342.2209778,238.1225739,263.8158569,334.6211853,251.7535248,298.4342041,149.2237701,334.6211853,143.1926117,316.5276794,2
511.2134705,316.7957458,511.2134705,322.8303833,517.2481079,316.7957458,523.2827759,334.8997192,541.3867798,292.6571045,505.1788025,280.5877686,505.1788025,262.4837952,432.7628784,316.7957458,438.7975464,310.7610779,493.1094971,334.8997192,493.1094971,334.8997192,348.2776794,280.5877686,342.2430115,238.3451691,263.79245,334.8997192,251.723114,298.6917725,149.1339111,328.8650513,149.1339111,316.7957458,2
511.2140198,317.0098877,511.2140198,323.0437622,517.2479248,317.0098877,523.2817383,335.1115112,541.3834229,292.8743896,505.1801453,280.8066406,499.1462708,262.7050171,432.7736511,317.0098877,438.8075256,317.0098877,493.1123962,335.1115112,493.1123962,335.1115112,348.299408,280.8066406,342.2655334,244.6033936,263.8251648,335.1115112,251.7574158,298.9082642,149.1815491,335.1115112,149.1815491,317.0098877,2
511.2715149,317.1357117,517.3011475,323.1653137,523.3306885,317.1357117,523.3306885,335.2245178,541.4195557,293.0173035,499.2123108,286.9877014,505.2419128,262.8692932,432.8866882,317.1357117,438.9162903,311.1061096,493.1827087,335.2245178,493.1827087,335.2245178,348.4722595,280.9580994,342.4426575,238.750885,264.0578308,335.2245178,251.9986267,299.0469055,149.4953918,317.1357117,143.4657898,317.1357117,2
511.4598999,335.1379089,511.4598999,329.0918884,517.5059204,323.0458374,523.5519409,335.1379089,541.6900635,292.8156738,499.3678284,292.8156738,499.3678284,262.5855103,426.8154297,316.9998169,438.9075012,310.9537659,493.3218079,335.1379089,493.3218079,335.1379089,348.2170105,280.7236023,342.1709595,238.4013824,263.5725403,335.1379089,257.5264893,298.8617249,142.6518707,323.0458374,142.6518707,316.9998169,2
511.7054749,317.2660828,511.7054749,323.315918,517.7553101,317.2660828,523.8051758,335.4155884,541.9546509,293.0667419,493.5559692,293.0667419,505.6556396,262.8175964,433.0576477,317.2660828,439.1074829,311.2162476,487.506134,335.4155884,493.5559692,335.4155884,348.3599548,280.9671021,342.3101196,238.6182556,263.6622925,335.4155884,251.5626221,299.1165771,142.6656189,323.315918,142.6656189,317.2660828,2
511.4293823,316.9431458,511.4293823,322.98172,517.4679565,316.9431458,523.5064697,329.0202637,541.6221924,292.7889404,499.3522644,292.7889404,505.3908386,262.5961609,432.9281616,316.9431458,438.9667358,310.9046021,493.3137207,335.0588074,493.3137207,335.0588074,348.3883972,280.7118225,342.3498535,238.4419403,263.8486328,335.0588074,251.7715149,298.8274841,143.0775299,322.98172,143.0775299,316.9431458,2
517.2738037,310.9771729,517.2738037,323.0412598,523.3059082,317.0092163,523.3059082,335.1053467,541.4019775,292.8810425,493.1456604,286.848999,505.2097473,262.7208252,432.8252258,317.0092163,438.8572693,310.9771729,493.1456604,335.1053467,493.1456604,335.1053467,348.3766174,280.8169556,342.344574,238.5926514,263.928009,335.1053467,251.8639221,298.9130859,149.3191833,317.0092163,143.2871399,317.0092163,2
510.7264404,316.7130737,510.7264404,322.7421875,516.7555542,316.7130737,516.7555542,334.8003845,540.8719482,286.5675659,504.6973267,280.5384827,504.6973267,256.4220581,432.348114,316.7130737,438.3771973,310.6839905,486.6100159,328.7713013,486.6100159,334.8003845,347.9406433,280.5384827,341.9115601,238.3347473,263.5332031,334.8003845,257.5041199,304.6548767,142.9511566,316.7130737,148.9802551,316.7130737,2
511.0348816,311.1989136,511.0348816,323.2626648,517.0667725,311.1989136,517.0667725,335.326416,541.1942749,287.0714111,505.0029907,287.0714111,505.0029907,256.9120178,432.6204529,317.2308044,438.6523438,311.1989136,486.9073486,329.2945557,486.9073486,341.3583069,348.1741638,281.0395203,348.1741638,238.8163757,263.7278748,335.326416,257.6959839,299.1351624,143.0903015,317.2308044,149.1221771,317.2308044,2
510.6992188,311.553772,510.6992188,323.6006165,516.7226563,311.553772,516.7226563,335.6474609,546.8397217,287.460083,504.6757813,287.460083,504.6757813,257.3429871,432.3947449,317.5772095,438.4181519,311.553772,486.6055298,323.6006165,486.6055298,335.6474609,348.0668335,281.436676,348.0668335,239.2727203,263.7389526,335.6474609,257.7155151,299.5069275,143.2705231,323.6006165,149.2939453,317.5772095,2
504.634613,317.3484497,510.6547546,323.3685913,510.6547546,317.3484497,516.6748657,335.408844,540.7554321,287.2477722,504.634613,287.2477722,504.634613,257.1470947,432.3930054,317.3484497,438.413147,311.3283081,486.5742188,329.3887024,492.5943604,341.4289856,348.111145,281.2276306,348.111145,239.0867004,263.8292542,335.408844,257.8091125,299.2880554,149.4467163,317.3484497,149.4467163,317.3484497,2
504.5975037,317.1893005,504.5975037,323.2093811,510.6175537,317.1893005,516.6376343,335.2494812,540.7178345,287.0890198,504.5975037,293.1091003,504.5975037,256.988739,432.356842,317.1893005,438.3768921,311.1692505,486.5373535,335.2494812,492.5574036,341.2695313,354.0960999,281.0689697,348.0760498,238.9285736,263.7952576,335.2494812,257.7752075,299.1291504,149.4141846,317.1893005,149.4141846,317.1893005,2
504.1413269,317.0567322,504.1413269,323.0702209,510.1548157,317.0567322,516.168335,335.0971985,540.22229,293.0027771,504.1413269,280.9757996,504.1413269,262.9353333,431.9794617,317.0567322,437.9929504,311.0432434,486.1008606,335.0971985,486.1008606,341.1106873,353.8041077,280.9757996,347.7906189,238.8813782,263.6017761,335.0971985,257.5882874,305.0297546,155.3589783,317.0567322,149.3454895,317.0567322,2
498.2046814,328.9857483,504.2162781,328.9857483,510.2278442,316.9625854,522.2510376,334.997345,540.2857666,292.9162598,504.2162781,280.8930969,504.2162781,262.8583374,432.0772705,316.9625854,438.0888367,310.9510193,486.1815186,334.997345,486.1815186,341.0089111,347.9150696,280.8930969,347.9150696,238.8119965,263.7528992,334.997345,257.741333,298.9278259,155.5443878,316.9625854,149.5328064,316.9625854,2
498.259613,329.0276489,504.2688904,329.0276489,504.2688904,317.0090637,522.2967529,335.0369263,540.324585,292.9719238,504.2688904,280.9533691,504.2688904,262.9255066,432.1574707,317.0090637,438.166748,310.9997864,486.2410278,335.0369263,486.2410278,341.0462036,348.0274658,280.9533691,348.0274658,238.8883667,263.8974915,335.0369263,257.8882141,304.990509,155.7303619,317.0090637,149.7210693,310.9997864,2
503.9910278,334.9430847,503.9910278,328.9378967,509.9962158,316.9275208,522.0065918,334.9430847,534.0169678,298.9119568,503.9910278,280.8963928,503.9910278,262.8808289,431.928772,316.9275208,437.93396,310.9223328,485.9754639,334.9430847,485.9754639,340.9482727,347.8561707,280.8963928,347.8561707,244.8652802,263.7835693,334.9430847,257.7783813,304.9171448,155.6902008,310.9223328,149.6850128,316.9275208,2
497.7337036,334.970459,503.739502,328.9646912,503.739502,316.953125,521.7568359,334.970459,533.7683716,298.935791,503.739502,280.918457,503.739502,262.901123,431.6701355,316.953125,437.6759338,310.9473572,485.722168,334.970459,485.722168,340.9762573,347.5892334,280.918457,341.5834656,244.8837891,263.5083313,334.970459,257.502533,310.9473572,155.4042969,316.953125,149.3985138,316.953125,2
503.4335632,317.2134399,509.4312134,323.2111206,509.4312134,317.2134399,521.4265747,335.2064514,539.4195557,293.2227783,503.4335632,281.2274475,503.4335632,263.234436,431.4615479,317.2134399,437.459198,311.2157898,485.4405518,335.2064514,485.4405518,335.2064514,347.4941711,281.2274475,341.496521,239.2437592,263.526825,335.2064514,257.5291748,305.2181091,143.5734711,323.2111206,149.5711365,311.2157898,2
503.4651489,335.1132813,509.4579468,329.1205444,515.4506836,323.1277466,527.4362183,329.1205444,545.4145508,293.1639404,503.4651489,281.1784058,503.4651489,263.2000732,431.5519409,317.1350098,437.5447388,311.1422119,485.4868774,335.1132813,491.4796143,341.1060791,347.6531982,281.1784058,347.6531982,239.2290192,263.7544556,335.1132813,257.7617188,305.1494751,143.8991241,323.1277466,143.8991241,317.1350098,2
509.6390686,335.3835754,509.6390686,323.403595,515.6290283,323.403595,551.5689697,287.4636536,545.5789795,287.4636536,503.6490784,281.4736633,503.6490784,257.5137024,431.7691956,317.4136047,437.7591858,311.4236145,485.6791077,329.3935852,491.6690979,341.3735657,347.9093628,281.4736633,347.9093628,239.5437469,264.04953,335.3835754,258.0595398,305.4336243,144.2497406,323.403595,144.2497406,317.4136047,2
503.5263367,335.1726685,509.5134888,329.1855469,509.5134888,323.1983948,527.4749146,323.1983948,539.4491577,293.2627258,503.5263367,281.2884521,503.5263367,263.3270569,431.6807251,317.2112732,437.6678772,311.2241211,485.5649414,335.1726685,485.5649414,341.1598206,347.8608704,281.2884521,347.8608704,239.3785248,264.0409851,335.1726685,258.053833,305.2369995,144.2982941,323.1983948,144.2982941,317.2112732,2
503.2718201,335.1617432,509.2536316,329.1799011,509.2536316,323.1980591,521.2172852,335.1617432,539.1628418,293.2888794,503.2718201,281.3252258,503.2718201,263.3797302,431.4898071,317.216217,437.4716187,311.2344055,485.3262939,335.1617432,485.3262939,341.1435547,347.7441101,281.3252258,347.7441101,239.4523773,263.9984436,335.1617432,258.0166016,305.2525635,156.3254089,317.216217,144.3617401,311.2344055,2
503.6152954,329.0567627,509.6071777,323.0648804,509.6071777,317.072998,521.5909424,335.048645,539.5665894,293.1054382,503.6152954,287.1135559,503.6152954,257.1541138,431.7126465,317.072998,437.7045288,311.0811157,485.6396179,335.048645,491.6315002,341.0405579,347.8262024,281.1216736,347.8262024,239.1784515,263.9397888,335.048645,257.9479065,299.0973206,144.1020355,323.0648804,144.1020355,311.0811157,2
509.5021362,317.1838684,509.5021362,323.1714783,515.4897461,317.1838684,521.477356,335.1466675,539.4401245,293.23349,503.5145264,281.2583008,509.5021362,257.3078918,431.6633911,317.1838684,437.6509705,311.1962585,485.5517578,335.1466675,485.5517578,341.1342468,347.8370361,281.2583008,347.8370361,239.3451233,264.0107117,335.1466675,252.0355072,299.2210693,150.2463837,323.1714783,150.2463837,317.1838684,2
503.5585327,317.1585388,509.5501404,323.150116,509.5501404,317.1585388,515.541748,335.1333008,539.5080566,293.1921692,503.5585327,287.200592,509.5501404,257.2426453,431.6594849,317.1585388,437.651062,311.1669312,485.5837708,335.1333008,491.5753784,341.1248779,347.7772522,281.2089844,347.7772522,239.2678833,263.894989,335.1333008,257.9034119,299.1837769,150.0548096,323.150116,150.0548096,317.1585388,2
491.0376587,316.9382324,497.014679,322.9152527,502.9916687,310.9612122,508.968689,340.846283,532.876709,293.0301819,508.968689,281.0761719,508.968689,257.1681213,431.2675476,316.9382324,437.2445679,310.9612122,491.0376587,334.8692627,491.0376587,340.846283,347.5894165,281.0761719,347.5894165,239.2370911,263.9112854,334.8692627,257.9342651,304.9842224,144.3710785,322.9152527,144.3710785,316.9382324,2
498.2085876,316.842041,498.2085876,322.8401489,504.2066956,310.8439331,510.2048035,340.8344727,546.1934814,286.8514709,510.2048035,280.853363,510.2048035,256.8609009,432.2293396,316.842041,438.2274475,310.8439331,486.2123718,328.8382568,492.2104797,340.8344727,348.2557678,280.853363,348.2557678,232.868454,264.282196,334.8363647,252.2859802,298.8476868,144.3199615,322.8401489,144.3199615,316.842041,2
510.4701233,311.0138245,510.4701233,323.0171204,522.4733887,311.0138245,516.4717407,335.0203857,540.4783325,287.0072327,504.4684753,287.0072327,504.4684753,256.9989929,432.4487305,317.0154724,438.4503784,311.0138245,486.4635315,329.0187378,492.4651794,341.0220337,348.4256897,281.0055847,348.4256897,238.9940643,264.4026489,335.0203857,252.399353,299.0105286,144.3697357,323.0171204,144.3697357,317.0154724,2
510.6128845,311.0383301,510.6128845,317.0450439,522.6262817,311.0383301,516.6195679,329.0584412,546.6530762,287.0115356,504.6062012,281.0048523,504.6062012,256.9780579,432.5258179,317.0450439,438.5325012,311.0383301,486.5860901,329.0584412,492.592804,341.0718384,348.4320374,281.0048523,342.425354,232.9512634,264.3382874,335.0651245,252.3248749,299.0249329,144.2043152,323.0517273,144.2043152,317.0450439,2
510.5231934,311.1850281,510.5231934,317.1931152,522.5393677,311.1850281,516.531311,335.2174072,540.5636597,287.1526184,504.5151062,287.1526184,504.5151062,257.1121521,432.4179382,317.1931152,438.4260254,311.1850281,486.4908142,329.2093201,486.4908142,341.2254944,348.3045654,281.1445313,342.2964783,239.0878448,264.1911926,335.2174072,252.1750031,299.1688232,144.0292511,323.2012024,144.0292511,317.1931152,2
504.7242737,318.1576843,504.7242737,324.1670837,510.7337036,312.1482544,546.7902222,288.1105957,540.7807617,282.1011658,504.7242737,282.1011658,504.7242737,258.0635071,432.6112671,312.1482544,438.6206665,312.1482544,486.6960144,330.1765137,486.6960144,342.195343,342.4699707,282.1011658,342.4699707,240.0352325,264.3475342,336.1859436,258.3381348,306.138855,144.1591644,324.1670837,144.1591644,318.1576843,2
492.8072815,319.8760681,498.8242493,331.9100037,498.8242493,313.8590698,516.8751831,337.9269714,534.9260864,289.7911987,486.7903137,325.8930359,498.8242493,259.7063293,432.6375732,313.8590698,438.654541,313.8590698,480.7733459,331.9100037,474.7563782,337.9269714,348.3999634,283.774231,342.3829956,235.6384583,264.1623535,337.9269714,258.1453857,307.8421021,143.822937,319.8760681,143.822937,319.8760681,2
492.6201477,324.6358643,498.6386108,330.6543274,498.6386108,318.6174011,534.7493896,288.5250549,540.7678833,282.5065918,504.657074,282.5065918,504.657074,258.4327393,432.4354858,318.6174011,438.453949,312.598938,474.5647278,336.6727905,474.5647278,342.6912537,348.1769714,282.5065918,342.1585083,240.3773346,263.9184265,336.6727905,257.8999634,306.5804749,143.5491333,318.6174011,143.5491333,318.6174011,2
499.3070374,308.9547729,505.3176575,314.9653625,511.3282471,302.9441528,517.3388672,326.9866028,529.3601074,290.9229126,493.2964172,326.9866028,499.3070374,254.8592072,433.1902466,314.9653625,433.1902466,218.795517,487.2857971,326.9866028,487.2857971,339.007843,349.041626,284.9122925,343.0310059,242.8379822,264.8930054,332.9972229,258.8823853,320.9759827,168.7231293,302.9441528,150.6912842,314.9653625,2
494.1341248,308.5233459,500.1648865,314.5540771,512.2263794,302.4925842,512.2263794,326.6156006,530.3186646,290.4310608,494.1341248,332.6463623,500.1648865,248.2157593,433.8265381,308.5233459,439.8572998,302.4925842,463.9803162,314.5540771,494.1341248,332.6463623,349.3959351,284.4002991,343.3651733,242.1849976,264.965332,332.6463623,258.9345703,314.5540771,156.4116821,314.5540771,144.3501587,314.5540771,2
506.6881714,301.2285767,500.6525879,313.2996826,518.7592773,295.1929932,518.7592773,325.3707886,530.8303833,283.1218872,494.6170654,331.406311,500.6525879,246.9085846,422.1904297,313.2996826,428.2259521,228.8019257,416.1548462,301.2285767,488.5814819,325.3707886,355.7993164,289.1574707,349.7637939,240.8730316,265.2660522,325.3707886,259.2304688,313.2996826,156.6260834,301.2285767,150.5905304,313.2996826,2
518.8206787,295.2513733,518.8206787,307.328064,530.8973389,289.2130127,524.8590088,319.4047546,536.9356689,277.136322,500.7056274,331.4814148,500.7056274,246.9446106,434.283844,313.366394,428.2455139,228.8295746,434.283844,307.328064,416.1688232,277.136322,361.8237305,289.2130127,349.7470398,240.9062653,265.2102051,331.4814148,259.171875,313.366394,156.5200195,301.2897034,150.4816742,313.366394,2
506.5093079,301.5509644,506.5093079,313.6185913,518.5769653,295.5171509,518.5769653,319.6524048,542.7122192,283.4495239,500.4754944,325.6862183,500.4754944,253.2804565,434.1035461,313.6185913,434.1035461,223.1113739,434.1035461,295.5171509,416.0021057,271.381897,355.6639404,283.4495239,349.630127,241.2128143,265.1567078,331.7200317,259.1228943,313.6185913,150.5142365,313.6185913,144.480423,313.6185913,2
498.7181396,308.0814819,504.7275085,314.0908813,510.736908,302.072113,516.7462769,332.1190491,534.7744751,290.0533447,492.7087402,326.1096497,498.7181396,253.9970245,426.6054993,314.0908813,438.6242676,223.9500885,504.7275085,326.1096497,486.6993713,338.128418,354.4928894,284.0439453,348.48349,241.9782562,264.3521118,332.1190491,258.3427124,314.0908813,156.1831665,308.0814819,150.1737823,314.0908813,2
510.326355,321.0132751,516.3306274,321.0132751,516.3306274,315.0090332,522.3348389,333.0217896,540.3475952,290.9920654,504.322113,272.9793091,504.322113,254.966568,432.2711487,315.0090332,438.2753906,309.0047913,486.3093872,327.0175476,486.3093872,339.0260315,348.2117004,284.987793,342.2074585,242.9580688,264.1522217,327.0175476,258.1479797,321.0132751,162.0800323,303.0005493,150.0715332,315.0090332,2
503.7676392,322.202179,509.762207,328.1967468,509.762207,316.2076111,521.7513428,334.1913147,533.7404785,298.2239075,503.7676392,280.2402039,503.7676392,256.2619324,425.8382568,316.2076111,437.8273926,310.2130432,485.7839355,334.1913147,485.7839355,334.1913147,347.908844,286.2347717,341.9142761,244.2727814,263.9848633,334.1913147,257.9902954,316.2076111,150.0880585,316.2076111,150.0880585,316.2076111,2
510.1039124,334.8078003,516.0977173,328.8139648,516.0977173,328.8139648,540.072998,298.8449097,534.0791626,310.83255,504.1101074,274.8696594,504.1101074,262.882019,426.1905212,316.826355,438.1781311,316.826355,486.1286621,328.8139648,492.122467,334.8078003,348.2709351,280.8634644,342.2771301,244.9005737,264.3575439,334.8078003,258.363739,322.8201599,144.4812622,316.826355,144.4812622,316.826355,2
509.7664795,340.6623535,515.7593994,334.6694336,515.7593994,328.6764832,533.7382202,316.6906128,533.7382202,310.6976929,497.7806091,280.7330017,503.7735596,262.7542114,425.865387,316.6906128,437.8512573,316.6906128,485.7947388,334.6694336,491.7876892,334.6694336,347.9572449,280.7330017,341.9642944,244.7753906,264.0561523,334.6694336,264.0561523,322.6835632,150.1903687,310.6976929,150.1903687,316.6906128,2
495.9293518,328.0690002,501.8919983,328.0690002,501.8919983,316.1437073,519.7799072,334.0316467,531.7052002,298.2557678,501.8919983,274.4051819,501.8919983,256.5172424,430.3402405,316.1437073,436.302887,316.1437073,484.0040588,334.0316467,484.0040588,339.9942932,340.9005737,280.3678284,340.9005737,244.5919495,263.3862,334.0316467,263.3862,322.1063538,167.9838562,304.2184143,150.095932,316.1437073,2
489.3707581,322.1854553,501.2687378,322.1854553,501.2687378,316.2364502,519.1157227,340.0324097,536.9626465,292.4404907,501.2687378,274.5935364,501.2687378,256.7465515,429.8808594,316.2364502,435.829834,316.2364502,489.3707581,340.0324097,483.4217529,340.0324097,340.6459961,286.4915161,340.6459961,244.8485718,263.3091431,334.0834351,257.3601379,322.1854553,168.1253052,304.3384705,150.2783203,316.2364502,2
489.5924683,328.0775757,501.4999695,322.1238098,501.4999695,316.1700439,519.3612671,339.9850769,537.2225342,292.355011,501.4999695,274.4937439,501.4999695,256.6324768,430.0549011,316.1700439,436.008667,316.1700439,489.5924683,339.9850769,489.5924683,339.9850769,340.7485352,286.4012756,340.7485352,244.7249756,263.3497009,334.031311,257.3959351,322.1238098,168.0895996,304.2625427,150.2283173,316.1700439,2
489.8833618,328.3116455,501.7970886,322.3547974,501.7970886,316.3979492,519.6676636,340.2253723,537.538208,292.5705261,501.7970886,274.6999817,501.7970886,256.8294067,430.3148193,316.3979492,436.2716675,316.3979492,489.8833618,334.2684937,489.8833618,340.2253723,340.9620056,286.613678,340.9620056,244.9156952,263.5228882,334.2684937,257.56604,322.3547974,168.2132263,304.4842224,150.3426666,316.3979492,2
495.9543762,334.0031128,507.8748169,328.0428772,507.8748169,316.1224365,519.7952881,334.0031128,537.6759033,292.2815552,501.9146118,274.4009094,501.9146118,256.5202332,430.3919678,316.1224365,436.3521729,310.1622314,489.9941711,339.9633179,489.9941711,339.9633179,346.9488831,280.3611145,340.9886475,244.5997925,263.5057983,334.0031128,257.5455627,322.0826721,162.1820374,304.2019958,150.2615967,316.1224365,2
495.9883728,333.9890137,507.9181213,328.0241394,507.9181213,316.0943909,519.8479004,333.9890137,537.7424927,292.2348938,501.9532471,280.3051147,501.9532471,256.4456177,430.3747559,316.0943909,436.3396301,310.1295166,490.0234985,333.9890137,490.0234985,339.9538879,346.8665161,286.269989,340.9016418,244.5158844,263.3582458,333.9890137,257.3933716,322.0592651,150.0256348,304.1646423,150.0256348,316.0943909,2
489.2739563,334.1026306,501.1794739,322.1970825,501.1794739,316.2443237,519.0377808,340.0554199,536.8961182,292.4332275,501.1794739,280.5276794,501.1794739,256.7166138,429.7462158,316.2443237,435.6990051,310.2915344,489.2739563,340.0554199,489.2739563,340.0554199,340.4546509,286.4804688,340.4546509,244.8110657,263.068634,334.1026306,257.1158447,322.1970825,167.8242798,304.3387756,149.9659729,316.2443237,2
500.6375427,334.2215881,512.5269775,322.3321838,512.5269775,322.3321838,548.1951904,292.6086426,536.3057861,292.6086426,500.6375427,280.7192383,506.5822754,256.9403992,429.3010864,316.3874817,435.2457886,310.442749,500.6375427,334.2215881,488.7481384,340.1662903,346.0751953,280.7192383,340.1304932,245.0509949,262.8493042,334.2215881,256.9046021,322.3321838,149.8999023,304.4980469,149.8999023,316.3874817,2
