keypoints/0,keypoints/1,keypoints/3,keypoints/4,keypoints/6,keypoints/7,keypoints/9,keypoints/10,keypoints/12,keypoints/13,keypoints/15,keypoints/16,keypoints/18,keypoints/19,keypoints/21,keypoints/22,keypoints/24,keypoints/25,keypoints/27,keypoints/28,keypoints/30,keypoints/31,keypoints/33,keypoints/34,keypoints/36,keypoints/37,keypoints/39,keypoints/40,keypoints/42,keypoints/43,keypoints/45,keypoints/46,keypoints/48,keypoints/49,predict
494.3905029,256.1120911,502.0272217,259.930481,498.2088623,244.6569824,502.0272217,263.7488403,494.3905029,229.3834839,471.4802551,267.5672302,452.3883667,225.5651093,479.1170044,286.6590881,402.7495422,252.2937317,486.7537537,336.2979431,398.9311523,301.9325867,402.7495422,301.9325867,372.2025452,263.7488403,353.1106873,324.8428345,353.1106873,324.8428345,269.1064453,351.5714417,261.4697266,351.5714417,4
494.3488159,256.1743774,501.9949951,259.997467,498.1719055,244.7051086,501.9949951,263.8205566,494.3488159,229.4127655,471.4103088,263.8205566,452.2948608,221.7665863,479.0564575,286.7590637,402.5947266,252.3512878,486.7026367,332.6361084,398.771637,302.0514221,402.5947266,302.0514221,372.0100403,267.6436157,352.8945923,324.9899292,352.8945923,324.9899292,264.9635925,351.7515564,261.1405029,351.7515564,4
494.3438721,255.8168488,501.9961548,259.6430054,498.1700134,244.3384399,501.9961548,263.4691467,494.3438721,229.0338898,471.3870544,267.2952576,452.2563477,221.3816071,479.0393066,286.4259644,402.5165405,251.9907227,486.6915894,332.3396301,398.6903992,301.7305298,398.6903992,294.0782471,371.9074402,263.4691467,356.6028748,339.9919128,352.7767334,324.6873474,268.6016846,351.4703369,264.7755432,351.4703369,4
493.4421997,256.0779724,501.0638123,259.8887939,497.2530212,244.6455841,501.0638123,263.699585,493.4421997,229.4023895,470.5773926,259.8887939,455.334198,225.5915833,478.1990051,286.5643921,405.7937927,252.2671814,485.8206177,332.2940063,485.8206177,339.9155884,401.9830017,301.8075867,371.496582,267.510376,356.2533875,324.6723938,352.4425964,324.6723938,268.6049805,370.4020081,264.7941589,351.3479919,4
494.1995239,255.8879242,501.8344116,259.7053833,498.0169678,244.4355927,501.8344116,263.5228271,494.1995239,229.1658325,471.2948608,271.1576843,452.2076416,221.5309448,478.9297485,286.4274597,406.3983459,255.8879242,486.5646362,336.0542297,429.3029785,286.4274597,402.5809021,301.6972351,372.0413513,267.3402405,356.7715759,324.6018982,352.9541321,328.419342,268.9703979,351.3240051,261.3355103,351.3240051,4
494.3261414,255.7775879,501.9627686,259.5959167,498.1444702,244.3226318,501.9627686,263.4142151,494.3261414,229.0493774,471.4162292,271.0508728,452.324646,225.2310486,479.052887,286.3241272,406.5048523,255.7775879,486.6895142,335.9622498,398.8682251,301.5973816,398.8682251,297.7790833,372.1399841,267.2325439,356.8667297,324.5072937,353.0484009,324.5072937,269.0454407,351.2355042,261.4088135,351.2355042,4
495.0366516,255.9069977,502.6754761,259.7264099,498.8560486,244.4487457,502.6754761,263.5458374,495.0366516,229.1710815,472.1201477,271.1846619,453.0230713,225.3516693,479.7589722,286.4623108,407.190094,255.9069977,487.3977966,332.2952881,403.3706665,301.7399902,399.5512695,297.9205627,372.8153687,271.1846619,357.5376892,339.9341125,353.7182922,328.4758911,269.6911316,351.3923645,262.0523071,351.3923645,4
492.5893555,256.0725403,504.1329651,259.9204102,500.2850952,248.3768158,504.1329651,263.76828,492.5893555,232.9853516,473.3500061,275.3118896,457.9585266,225.2896118,481.0457458,286.8554993,407.9362488,244.5289459,488.7414856,333.0299072,404.0883789,302.2469788,396.3926392,298.3991089,373.3054504,267.6161499,354.0661011,340.725647,354.0661011,329.1820374,265.5651245,352.2692566,261.7172546,352.2692566,4
495.588623,263.3776245,507.2755432,263.3776245,503.3799133,255.5863342,511.1712036,263.3776245,495.588623,240.0037537,472.2147522,259.4819641,464.4234619,232.2124634,483.9016724,286.7514954,480.0060425,271.1689148,491.6929626,329.6035767,487.7973328,329.6035767,394.3018494,290.6471252,374.8236389,271.1689148,347.5541077,325.7079468,355.3453979,329.6035767,269.6412354,352.9774475,261.8499451,352.9774475,4
488.8250732,263.8451233,500.5357361,263.8451233,496.6321716,256.0379944,504.4393005,263.8451233,488.8250732,240.4237671,465.403717,267.7486877,457.5966187,228.7131042,481.0179443,295.0735779,481.0179443,298.9771423,504.4393005,334.1091614,500.5357361,338.0127258,375.6219177,271.6522217,375.6219177,271.6522217,348.2969971,326.3020325,356.104126,330.2055969,270.2258606,349.7233887,262.4187317,353.6269531,4
490.0205383,265.205658,501.7930298,265.205658,497.868866,253.4331512,505.7171936,269.1298218,490.0205383,237.7364807,478.2480164,273.0539856,454.7030334,222.0398102,486.0963745,300.5231628,486.0963745,300.5231628,509.6413574,339.7648315,505.7171936,339.7648315,395.8405151,288.7506714,376.2196655,269.1298218,360.5230103,343.6889954,356.5988464,331.9165039,274.1913147,351.5373535,262.4188232,351.5373535,4
492.2105408,266.8313599,500.1181946,270.7852173,496.1643677,258.9236755,504.072052,270.7852173,492.2105408,243.1083221,476.3951721,274.7390442,460.5798035,231.2468109,488.2566833,306.369751,409.1799011,247.0621643,508.0258789,345.9081726,508.0258789,341.9543152,389.4107056,286.6005554,377.5491638,270.7852173,349.8723145,330.092804,357.7799683,334.0466309,270.7955017,353.8158569,262.8878174,353.8158569,4
493.8252869,272.1973877,501.8036194,272.1973877,497.8144531,264.2190552,501.8036194,272.1973877,489.8361511,248.2624054,473.8794861,272.1973877,461.9119873,236.2949219,485.8469849,308.0998535,489.8361511,320.0673218,509.7819519,351.9806519,509.7819519,355.9697876,386.1179199,284.164856,382.1287537,272.1973877,350.2154541,336.0239868,358.1937561,336.0239868,270.4321899,351.9806519,270.4321899,351.9806519,4
497.4805603,272.6128845,505.4604797,272.6128845,505.4604797,264.6329651,509.4504395,276.6028442,501.47052,252.6630554,477.5307007,276.6028442,469.5507507,240.6931458,485.5106506,308.5226135,485.5106506,316.502533,497.4805603,344.432312,497.4805603,344.432312,397.7313232,288.5727539,381.7714539,272.6128845,349.8517151,332.4624329,357.8316345,336.4523926,274.0422974,352.412262,270.0523376,352.412262,4
501.0795288,277.8203735,509.0514221,273.8344421,509.0514221,269.8484802,509.0514221,277.8203735,505.0654602,253.9047546,473.1779785,277.8203735,469.1920471,241.9469299,477.1639099,309.7078552,481.1498413,313.6937866,493.107666,341.5953369,493.107666,349.5672302,397.4451904,289.7781677,381.5014343,273.8344421,349.6139526,333.6234741,357.5858154,337.6094055,273.8811646,349.5672302,265.9092712,353.5531616,4
500.5072632,278.6014404,504.4819946,278.6014404,508.4567566,270.651947,508.4567566,278.6014404,504.4819946,254.7529755,472.6840515,274.626709,468.7093201,242.8287506,476.6588135,310.3993835,480.6335449,314.374115,492.5577698,342.1973267,492.5577698,350.1468201,397.1639404,286.5509338,381.2649536,274.626709,349.4670105,334.2478333,357.4165039,338.2225952,273.9468994,350.1468201,262.0226746,358.0963135,4
492.0603638,277.6120605,499.967041,277.6120605,499.967041,269.7053833,503.9203796,281.5653992,499.967041,253.8920441,472.2936707,277.6120605,468.340332,242.0320282,480.2003479,309.2387695,480.2003479,313.1921082,496.0137024,344.8188477,492.0603638,348.7721863,397.1802368,289.4720764,381.3668518,273.6587219,349.7401428,332.9588318,357.6468201,336.9121704,270.6733704,348.7721863,266.7200317,352.7255249,4
495.5596924,278.2277832,499.505127,278.2277832,503.4506226,270.336853,503.4506226,278.2277832,503.4506226,254.5549774,475.8323364,278.2277832,467.9414063,238.7731171,479.777832,309.7915039,483.7232666,317.6824341,495.5596924,345.3006592,495.5596924,349.2461548,396.9230347,290.0641479,381.1411743,274.2822876,349.5774536,333.4642944,357.4683838,337.409729,270.6681519,349.2461548,262.7772217,357.137085,4
499.5066528,278.2325439,503.4615784,278.2325439,503.4615784,270.3226624,503.4615784,278.2325439,503.4615784,258.4578247,475.7769775,278.2325439,467.8670959,238.6831055,479.7319336,309.8721008,412.4978638,250.5479431,499.5066528,345.4665833,499.5066528,349.4215393,396.6781006,290.0973816,376.9033813,274.2776184,349.2187805,329.6468201,357.1286621,337.5567017,274.0748291,349.4215393,266.1649475,353.3764954,4
499.9033813,278.1311951,503.861145,278.1311951,507.8189392,270.2156372,503.861145,278.1311951,503.861145,254.3845062,476.1566772,278.1311951,468.2411194,238.5533752,480.1144714,309.793457,412.8321533,250.4267273,499.9033813,345.4135132,436.5788574,293.9623413,400.9588013,293.9623413,377.2120972,274.1734314,349.5076294,329.5823975,357.4231873,337.4979553,270.3519897,349.3713074,266.3941956,353.329071,4
499.7596741,277.9483948,503.723999,277.9483948,503.723999,270.0197144,507.6883545,277.9483948,503.723999,254.1623383,475.9736328,277.9483948,468.0449524,238.3049774,479.9379578,309.6631165,408.5798035,250.197998,499.7596741,345.3421936,428.4015198,289.8414001,396.6867981,293.8057556,376.8650818,273.9840393,349.1146851,329.4848328,357.0433655,337.4135132,273.7922058,349.3065491,265.8635254,353.270874,4
499.5740662,278.1784058,503.5333252,278.1784058,503.5333252,270.2599182,503.5333252,278.1784058,503.5333252,254.4229126,475.818573,278.1784058,467.9000854,238.585907,479.777832,309.8523865,412.4705811,250.4636536,499.5740662,345.4856262,432.2668457,294.0154114,396.633606,290.0561523,376.8373413,274.2191467,349.1226196,329.6486511,361.0003662,337.5671387,273.8968811,349.4448853,265.978363,353.4041443,4
504.2924194,273.974823,508.2593079,273.974823,512.2261963,266.0410156,508.2593079,277.9417419,504.2924194,254.1403351,472.5572205,277.9417419,468.5903015,242.239624,480.4909973,309.6769409,480.4909973,317.6107178,500.3255005,345.3790283,496.3586121,349.3459167,397.1860962,285.8755188,381.318512,273.974823,345.6164246,329.5114136,357.5171204,337.4452209,274.2122192,345.3790283,270.2453003,353.3128357,4
503.418335,274.3868408,503.418335,274.3868408,507.3640442,266.4954224,503.418335,278.33255,503.418335,254.6582642,471.8526001,274.3868408,467.9068909,238.8753967,479.7440186,309.8982849,479.7440186,305.9525757,495.526886,341.4640198,495.526886,349.3554382,396.8840027,290.1697083,381.1011353,274.3868408,349.5354309,329.6268616,357.4268494,337.51828,270.6210938,349.3554382,266.6753845,353.3011475,4
499.6389465,274.2276001,503.5860596,274.2276001,507.5331726,266.333374,503.5860596,278.1747131,499.6389465,254.4920349,475.9562683,278.1747131,468.0620422,242.6506958,479.9033813,309.7516174,479.9033813,305.8045044,495.6918335,341.3284912,495.6918335,349.2227173,397.0140076,290.0160522,381.2255859,274.2276001,345.7015686,329.4871521,357.5429077,337.3813782,270.7064209,345.2756042,266.7593079,353.1698303,4
504.0070801,274.4298401,504.0070801,274.4298401,507.9612122,266.5215759,504.0070801,278.3839722,500.052948,254.6591339,472.3739624,274.4298401,468.4197998,238.8425751,480.2822266,310.0171204,413.0618286,250.7050018,496.0988159,345.6043701,496.0988159,349.5585327,397.2452698,290.2463989,381.4287109,274.4298401,345.8414307,329.7878113,357.7038574,337.696106,274.6669006,345.6043701,266.7586365,353.5126648,4
499.7503662,266.4661255,503.7002869,270.4160156,507.6502075,262.5162048,503.7002869,278.3158264,499.7503662,250.6664886,476.0509338,278.3158264,464.2012329,238.8167725,480.0008545,309.9151001,412.8524475,250.6664886,499.7503662,345.4642639,436.5518799,294.115448,397.0527954,290.1655579,381.2531738,270.4160156,349.6539307,329.6646118,357.5537415,337.5644226,270.6557922,349.4141541,266.7058716,353.3640747,4
497.0108032,268.3442078,504.9848328,268.3442078,500.9978027,260.3702087,504.9848328,272.3312073,497.0108032,248.4092102,473.0888062,276.3182068,453.1538086,224.4872131,481.0628052,308.2142334,409.2967834,244.4222107,504.9848328,348.0842285,413.283783,288.2792358,397.3357849,292.2662354,377.4007874,272.3312073,345.5047607,332.1362305,357.4657898,336.12323,273.7387695,348.0842285,269.7517395,352.071228,4
498.3004761,261.7354126,506.1700439,261.7354126,502.23526,253.86586,510.1047974,265.670166,498.3004761,242.061554,474.691864,273.5397034,455.0180054,226.3224792,478.6266479,305.0178833,407.8007813,245.9963226,498.3004761,340.4307861,498.3004761,340.4307861,395.99646,293.213562,380.2573853,273.5397034,344.8444519,336.4960327,356.6487732,336.4960327,270.0838318,352.2351074,274.0186157,352.2351074,4
500.1402283,257.2178955,507.955658,257.2178955,504.0479431,249.4024963,511.8633728,257.2178955,496.2325439,233.7716827,468.8786011,265.0333252,453.2477722,225.9562683,461.0632019,296.2949524,410.263031,257.2178955,492.3248291,327.5566101,421.986145,296.2949524,394.6322021,288.4795532,379.0013733,272.8487244,343.8320313,331.4642944,355.5551453,339.2797241,273.4933472,351.0028381,273.4933472,351.0028381,4
